,cost,percentage
0,0.0,0.0
1,8.97872340425532,0.0
2,17.95744680851064,0.0
3,26.93617021276596,0.0
4,35.91489361702128,0.0
5,44.8936170212766,0.0011922297297297102
6,53.87234042553192,0.0011922297297297102
7,62.851063829787236,0.0011922297297297102
8,71.82978723404256,0.002384459459459476
9,80.80851063829788,0.002384459459459476
10,89.7872340425532,0.002384459459459476
11,98.76595744680851,0.003576689189189186
12,107.74468085106383,0.003576689189189186
13,116.72340425531914,0.003576689189189186
14,125.70212765957447,0.004768918918918896
15,134.68085106382978,0.004768918918918896
16,143.6595744680851,0.004768918918918896
17,152.63829787234042,0.005961148648648662
18,161.61702127659575,0.005961148648648662
19,170.59574468085108,0.005961148648648662
20,179.5744680851064,0.007153378378378372
21,188.5531914893617,0.007153378378378372
22,197.53191489361703,0.008345608108108138
23,206.51063829787233,0.008345608108108138
24,215.48936170212767,0.008345608108108138
25,224.46808510638297,0.009537837837837793
26,233.44680851063828,0.009537837837837793
27,242.4255319148936,0.010730067567567558
28,251.40425531914894,0.010730067567567558
29,260.3829787234043,0.010730067567567558
30,269.36170212765956,0.011922297297297269
31,278.3404255319149,0.011922297297297269
32,287.3191489361702,0.013114527027027034
33,296.2978723404255,0.013114527027027034
34,305.27659574468083,0.013114527027027034
35,314.25531914893617,0.014306756756756744
36,323.2340425531915,0.01549898648648651
37,332.21276595744683,0.01549898648648651
38,341.19148936170217,0.01549898648648651
39,350.17021276595744,0.01788344594594593
40,359.1489361702128,0.01788344594594593
41,368.12765957446805,0.01788344594594593
42,377.1063829787234,0.019075675675675696
43,386.0851063829787,0.020267905405405406
44,395.06382978723406,0.020267905405405406
45,404.04255319148933,0.021460135135135172
46,413.02127659574467,0.021460135135135172
47,422.0,0.022652364864864827
48,430.97872340425533,0.022652364864864827
49,439.95744680851067,0.023844594594594593
50,448.93617021276594,0.023844594594594593
51,457.9148936170213,0.025036824324324303
52,466.89361702127655,0.025036824324324303
53,475.8723404255319,0.02622905405405407
54,484.8510638297872,0.02622905405405407
55,493.82978723404256,0.02742128378378378
56,502.8085106382979,0.02742128378378378
57,511.7872340425532,0.02861351351351349
58,520.7659574468086,0.029805743243243255
59,529.7446808510638,0.029805743243243255
60,538.7234042553191,0.030997972972972965
61,547.7021276595744,0.030997972972972965
62,556.6808510638298,0.03219020270270273
63,565.6595744680851,0.03219020270270273
64,574.6382978723404,0.03338243243243244
65,583.6170212765958,0.034574662162162206
66,592.595744680851,0.034574662162162206
67,601.5744680851064,0.03695912162162163
68,610.5531914893617,0.03695912162162163
69,619.5319148936171,0.03815135135135134
70,628.5106382978723,0.0393435810810811
71,637.4893617021277,0.0393435810810811
72,646.468085106383,0.04053581081081081
73,655.4468085106382,0.04172804054054052
74,664.4255319148937,0.04172804054054052
75,673.4042553191489,0.04292027027027029
76,682.3829787234043,0.0441125
77,691.3617021276596,0.0441125
78,700.3404255319149,0.04530472972972971
79,709.3191489361702,0.04530472972972971
80,718.2978723404256,0.046496959459459475
81,727.2765957446809,0.047689189189189185
82,736.2553191489361,0.048881418918918895
83,745.2340425531914,0.048881418918918895
84,754.2127659574468,0.05007364864864866
85,763.1914893617021,0.05126587837837837
86,772.1702127659574,0.05126587837837837
87,781.1489361702128,0.05365033783783779
88,790.1276595744681,0.05365033783783779
89,799.1063829787234,0.05484256756756756
90,808.0851063829787,0.05603479729729727
91,817.063829787234,0.05722702702702703
92,826.0425531914893,0.05722702702702703
93,835.0212765957447,0.05841925675675674
94,844.0,0.05961148648648651
95,852.9787234042553,0.06080371621621622
96,861.9574468085107,0.06080371621621622
97,870.9361702127659,0.06199594594594593
98,879.9148936170213,0.0631881756756757
99,888.8936170212766,0.0631881756756757
100,897.8723404255319,0.0643804054054054
101,906.8510638297872,0.06557263513513517
102,915.8297872340426,0.06676486486486483
103,924.8085106382979,0.06795709459459459
104,933.7872340425531,0.06795709459459459
105,942.7659574468086,0.0691493243243243
106,951.7446808510638,0.07034155405405407
107,960.7234042553192,0.07153378378378378
108,969.7021276595744,0.07272601351351349
109,978.6808510638298,0.07391824324324325
110,987.6595744680851,0.07511047297297296
111,996.6382978723403,0.07511047297297296
112,1005.6170212765958,0.07749493243243244
113,1014.595744680851,0.07749493243243244
114,1023.5744680851064,0.0786871621621622
115,1032.5531914893618,0.07987939189189186
116,1041.531914893617,0.07987939189189186
117,1050.5106382978724,0.08226385135135134
118,1059.4893617021276,0.08226385135135134
119,1068.468085106383,0.08464831081081081
120,1077.4468085106382,0.08464831081081081
121,1086.4255319148936,0.08703277027027029
122,1095.404255319149,0.08703277027027029
123,1104.3829787234042,0.08941722972972971
124,1113.3617021276596,0.09060945945945947
125,1122.340425531915,0.09180168918918918
126,1131.3191489361702,0.09418614864864866
127,1140.2978723404256,0.09418614864864866
128,1149.276595744681,0.09537837837837837
129,1158.2553191489362,0.09657060810810814
130,1167.2340425531916,0.10014729729729727
131,1176.2127659574467,0.10014729729729727
132,1185.191489361702,0.10133952702702703
133,1194.1702127659576,0.10253175675675674
134,1203.148936170213,0.10372398648648651
135,1212.127659574468,0.10610844594594593
136,1221.1063829787233,0.10730067567567567
137,1230.0851063829787,0.1084929054054054
138,1239.0638297872342,0.11087736486486485
139,1248.0425531914893,0.11087736486486485
140,1257.0212765957447,0.11326182432432433
141,1266.0,0.1156462837837838
142,1274.9787234042553,0.1156462837837838
143,1283.9574468085107,0.11803074324324322
144,1292.936170212766,0.11922297297297296
145,1301.914893617021,0.1204152027027027
146,1310.8936170212764,0.1204152027027027
147,1319.872340425532,0.12279966216216218
